job_title,education,experience,salary
DevOps Engineer,Bachelor,5.0,165677.44
ML Engineer,High School,4.3,177310.88
ML Engineer,PhD,3.9,190114.8
ML Engineer,Bachelor,5.4,200520.09
ML Engineer,Bachelor,3.3,179963.79
ML Engineer,Bachelor,5.4,200119.51
DevOps Engineer,Master,3.5,146895.51
Data Engineer,Bachelor,1.4,131908.4
Data Scientist,Bachelor,6.9,188503.75
Cloud Architect,Master,6.4,226801.07
ML Engineer,Bachelor,4.6,182079.21
Software Engineer,Bachelor,4.3,156353.78
Backend Developer,Bachelor,6.8,164667.18
Cloud Architect,High School,1.1,151365.09
Software Engineer,Bachelor,3.4,137139.9
Cloud Architect,Master,4.4,198964.58
ML Engineer,PhD,3.6,199711.37
AI Researcher,Bachelor,4.9,191564.02
Backend Developer,Master,6.4,158797.18
Data Scientist,Master,6.3,199300.87
Data Engineer,Bachelor,4.5,172541.05
Data Engineer,Master,5.8,182684.1
Data Scientist,Bachelor,5.0,176148.08
Data Engineer,Master,4.2,155470.51
Data Scientist,PhD,3.9,183984.29
Data Scientist,Master,4.2,173248.08
Cloud Architect,Bachelor,5.3,225531.07
Data Scientist,Bachelor,4.7,179608.5
AI Researcher,PhD,5.6,219668.76
DevOps Engineer,Master,2.9,146046.87
AI Researcher,PhD,2.0,171887.59
Data Scientist,High School,1.4,138453.8
Data Scientist,High School,2.3,149259.0
ML Engineer,Bachelor,6.1,209764.1
Data Engineer,Bachelor,8.2,206216.23
Software Engineer,Bachelor,1.7,124637.37
AI Researcher,Bachelor,7.2,233381.97
Data Engineer,PhD,1.7,151646.19
Data Scientist,High School,3.4,165004.56
Cloud Architect,Bachelor,5.7,223496.91
Backend Developer,Master,7.4,176308.78
Software Engineer,High School,4.3,160123.1
ML Engineer,Master,5.8,201844.29
Backend Developer,Bachelor,7.0,174794.89
Cloud Architect,High School,5.4,208135.65
AI Researcher,Bachelor,6.9,226870.88
AI Researcher,Master,1.3,146273.99
Data Scientist,PhD,7.7,224047.33
Backend Developer,Master,2.5,132420.65
Data Scientist,Bachelor,6.3,195536.86
Cloud Architect,Master,4.7,209762.26
Data Scientist,Bachelor,6.1,189970.15
Cloud Architect,Bachelor,6.4,231771.16
DevOps Engineer,High School,6.7,175587.71
AI Researcher,Master,5.7,209146.46
Data Scientist,Master,5.6,186057.14
Data Engineer,Bachelor,6.3,183756.73
Backend Developer,Bachelor,6.7,170934.17
Backend Developer,High School,5.4,143098.71
DevOps Engineer,Bachelor,6.1,170980.78
AI Researcher,Master,4.2,188352.99
Software Engineer,PhD,6.3,181794.48
Backend Developer,PhD,6.1,177181.86
Data Engineer,Bachelor,5.3,173069.98
Software Engineer,PhD,6.9,200420.87
Software Engineer,PhD,6.3,199213.3
Data Engineer,Bachelor,4.3,166806.93
DevOps Engineer,Bachelor,2.5,135382.77
Backend Developer,Master,5.7,153792.53
Data Engineer,High School,4.7,171104.36
Software Engineer,Bachelor,5.3,174416.35
Data Scientist,Bachelor,2.1,139817.68
DevOps Engineer,Master,4.5,149967.67
Cloud Architect,Bachelor,5.9,225429.86
Cloud Architect,High School,5.4,210697.16
Data Engineer,Bachelor,5.4,174957.17
DevOps Engineer,Master,5.3,155165.43
AI Researcher,Master,7.7,233992.63
Cloud Architect,PhD,1.7,183894.85
ML Engineer,PhD,7.4,241264.4
ML Engineer,Bachelor,6.2,216980.0
Cloud Architect,Bachelor,0.0,141254.53
Data Scientist,Bachelor,3.0,150888.46
Backend Developer,High School,9.3,194738.47
ML Engineer,High School,3.8,174747.23
AI Researcher,Bachelor,6.0,221932.54
ML Engineer,PhD,3.3,196371.38
Software Engineer,Bachelor,4.9,170297.41
Backend Developer,High School,5.9,165980.55
Software Engineer,Bachelor,3.7,152826.54
Data Engineer,Bachelor,5.6,177421.75
AI Researcher,High School,5.4,206677.97
Software Engineer,Bachelor,0.0,109603.99
Software Engineer,Master,6.5,175537.0
AI Researcher,PhD,5.6,220698.96
Data Scientist,Bachelor,5.5,187438.16
Backend Developer,Bachelor,5.0,144610.22
Cloud Architect,Master,5.0,219708.45
DevOps Engineer,Bachelor,2.0,122177.64
Software Engineer,Bachelor,2.5,135200.02
Software Engineer,PhD,3.4,165010.49
Data Engineer,Bachelor,4.3,162385.99
Data Engineer,Bachelor,4.2,161068.41
DevOps Engineer,PhD,4.4,159878.43
AI Researcher,PhD,6.7,237587.56
Backend Developer,Master,4.9,147814.66
Data Scientist,Master,4.3,169691.23
Cloud Architect,Bachelor,5.4,212853.26
Data Scientist,PhD,1.5,154061.38
Data Engineer,Bachelor,5.3,169390.39
Backend Developer,Bachelor,5.5,159881.6
Data Scientist,Master,5.3,179193.54
Backend Developer,Master,2.2,131436.4
ML Engineer,Bachelor,4.3,186224.27
Backend Developer,Bachelor,8.6,188852.47
Cloud Architect,Master,7.6,240816.52
Software Engineer,Master,3.2,150695.74
Backend Developer,Bachelor,5.9,162714.46
Software Engineer,Master,5.1,173905.64
Software Engineer,Master,5.1,166978.13
AI Researcher,PhD,3.9,203651.0
Data Engineer,Master,8.7,215083.14
ML Engineer,Bachelor,2.1,153614.25
ML Engineer,Master,1.9,155913.58
Cloud Architect,Bachelor,10.2,287748.08
Software Engineer,Bachelor,6.6,179696.8
Data Engineer,PhD,5.8,197088.86
AI Researcher,Bachelor,4.2,190880.24
Data Scientist,High School,6.8,204878.77
AI Researcher,Bachelor,3.8,188693.8
Data Scientist,Master,2.8,157305.14
Data Engineer,Master,3.0,146773.48
Data Scientist,Bachelor,9.4,225017.73
AI Researcher,PhD,3.5,209939.66
Data Scientist,Bachelor,4.3,173848.84
Software Engineer,Master,4.1,158321.57
Backend Developer,PhD,7.8,188456.22
Data Scientist,Master,6.6,198741.16
DevOps Engineer,PhD,3.1,143362.72
DevOps Engineer,Bachelor,5.0,155159.72
Backend Developer,PhD,7.7,183235.89
ML Engineer,PhD,4.4,205200.15
AI Researcher,Bachelor,6.6,220526.5
Software Engineer,Bachelor,4.7,163002.12
DevOps Engineer,Master,6.1,169413.31
Data Scientist,PhD,7.7,228057.83
Data Engineer,Bachelor,3.5,148892.5
DevOps Engineer,Bachelor,3.8,144759.79
Cloud Architect,Bachelor,3.4,197585.79
Software Engineer,Bachelor,4.3,161162.39
Software Engineer,Bachelor,8.6,210408.15
Cloud Architect,Master,6.8,244684.77
AI Researcher,Bachelor,6.3,226948.23
ML Engineer,High School,6.6,211005.63
Software Engineer,PhD,7.7,212047.33
AI Researcher,Master,4.9,198281.89
AI Researcher,Bachelor,0.4,147315.14
Data Scientist,Master,6.2,183435.4
AI Researcher,PhD,3.7,194911.31
DevOps Engineer,Master,3.1,141726.26
Backend Developer,Master,4.1,143669.17
Backend Developer,Bachelor,5.9,163505.16
Cloud Architect,Master,6.6,228926.67
Backend Developer,PhD,5.9,175720.42
AI Researcher,Bachelor,0.0,148298.58
Cloud Architect,Master,5.7,218580.79
Data Scientist,Bachelor,3.0,159729.4
Data Scientist,Bachelor,3.2,159424.31
Data Engineer,High School,0.2,112615.38
Backend Developer,PhD,8.3,183648.38
ML Engineer,Master,9.7,253162.21
Data Scientist,Bachelor,1.4,137722.27
Cloud Architect,Bachelor,4.9,210011.76
DevOps Engineer,Bachelor,3.4,143463.29
Data Scientist,Master,4.6,171205.59
Backend Developer,High School,4.5,138667.96
Software Engineer,Bachelor,0.8,117892.13
Backend Developer,Bachelor,2.8,127219.38
Data Engineer,Bachelor,0.0,127440.51
Data Scientist,Master,7.3,203128.86
Backend Developer,PhD,5.4,167171.72
Backend Developer,Bachelor,9.8,193983.58
ML Engineer,Master,0.9,137719.54
ML Engineer,Master,2.9,170105.32
Data Engineer,PhD,5.9,190684.82
Backend Developer,Bachelor,4.3,145344.01
Software Engineer,PhD,4.1,172951.97
DevOps Engineer,Bachelor,2.8,143664.33
Data Scientist,Master,2.2,148137.88
Data Engineer,Master,6.4,178218.2
ML Engineer,PhD,5.8,216362.81
Cloud Architect,PhD,0.8,167128.07
Cloud Architect,High School,4.5,203087.29
Backend Developer,Bachelor,8.6,181735.44
Backend Developer,High School,5.7,149440.35
Cloud Architect,Master,6.1,225185.05
Data Scientist,Bachelor,0.0,121784.41
DevOps Engineer,PhD,4.3,150537.3
ML Engineer,Master,2.8,164564.2
Cloud Architect,Master,5.6,210280.21
Data Scientist,Bachelor,3.6,159896.94
Cloud Architect,High School,2.0,173491.38
ML Engineer,Master,7.0,222190.98
AI Researcher,Master,2.7,169388.9
Data Engineer,Bachelor,4.8,175733.15
Data Engineer,Bachelor,6.4,187825.89
ML Engineer,High School,7.8,233911.91
Data Scientist,Master,2.8,154130.73
ML Engineer,Master,3.8,183133.28
AI Researcher,Bachelor,5.6,208293.24
Data Engineer,PhD,7.8,212121.93
Data Scientist,PhD,8.2,235034.66
AI Researcher,Bachelor,4.4,193998.52
AI Researcher,Master,2.9,178802.6
Data Scientist,Master,9.7,237499.43
ML Engineer,Master,0.9,152415.53
Backend Developer,Bachelor,5.0,154263.25
Data Engineer,Bachelor,6.4,179396.04
Data Engineer,Bachelor,6.6,195595.36
AI Researcher,High School,3.2,174473.85
Backend Developer,Bachelor,4.1,138150.91
AI Researcher,Master,5.0,199714.27
Software Engineer,Bachelor,3.9,158658.14
Data Scientist,Master,5.5,186832.67
Cloud Architect,Bachelor,6.0,227008.79
Cloud Architect,PhD,4.5,214942.42
Backend Developer,Bachelor,3.5,131911.68
Software Engineer,Bachelor,4.4,152818.24
Software Engineer,PhD,7.1,204768.42
Data Engineer,Bachelor,3.3,148401.92
Software Engineer,PhD,4.2,174728.9
ML Engineer,PhD,4.9,217488.29
Data Engineer,Bachelor,5.3,177605.15
AI Researcher,Bachelor,1.9,161178.8
Backend Developer,Bachelor,8.5,181280.61
DevOps Engineer,Bachelor,5.3,161619.06
Backend Developer,High School,2.9,130975.46
ML Engineer,Master,7.8,231843.62
Software Engineer,Bachelor,7.4,191943.46
AI Researcher,Master,9.7,251454.63
Data Scientist,Bachelor,2.1,147577.87
Data Engineer,Master,5.0,178689.32
Data Scientist,Bachelor,1.0,135937.36
AI Researcher,Master,3.8,185247.02
Backend Developer,Bachelor,3.7,135927.88
AI Researcher,Master,5.7,217201.64
AI Researcher,High School,4.8,207561.3
Backend Developer,Bachelor,4.4,140095.73
Data Engineer,Master,4.5,162335.07
ML Engineer,Master,7.6,231207.4
AI Researcher,Bachelor,3.9,190949.28
Data Engineer,Bachelor,5.7,181167.56
Data Scientist,Bachelor,4.8,183582.81
Data Scientist,PhD,5.4,192419.92
DevOps Engineer,Master,3.2,137817.06
Software Engineer,Bachelor,4.4,158573.9
Data Engineer,Master,5.7,176209.84
Software Engineer,Bachelor,4.3,155189.54
ML Engineer,Bachelor,5.1,193574.51
AI Researcher,Bachelor,5.3,207566.54
Cloud Architect,Bachelor,5.6,217838.45
Data Scientist,Master,2.8,161530.98
Data Engineer,Bachelor,3.0,157055.28
Software Engineer,Master,4.2,152711.08
Cloud Architect,PhD,6.8,245826.87
Data Engineer,Master,3.6,150181.91
ML Engineer,PhD,5.6,221161.41
DevOps Engineer,PhD,8.0,197800.06
Cloud Architect,Bachelor,6.5,226741.64
ML Engineer,Master,5.5,199953.29
DevOps Engineer,Master,2.9,137291.61
ML Engineer,Master,5.4,200021.19
Cloud Architect,Bachelor,5.5,222310.63
AI Researcher,Bachelor,6.7,218564.71
AI Researcher,Bachelor,4.1,186832.61
Software Engineer,Bachelor,7.5,181920.54
Software Engineer,Master,5.2,176916.51
Backend Developer,Bachelor,4.5,154502.12
DevOps Engineer,Bachelor,6.8,182942.01
DevOps Engineer,Master,2.0,117673.69
AI Researcher,Bachelor,6.0,218434.28
Data Engineer,Master,6.6,190047.97
Software Engineer,Master,4.8,163872.52
AI Researcher,Master,7.0,224448.76
Backend Developer,PhD,7.5,181024.9
Data Engineer,Bachelor,7.3,196522.9
DevOps Engineer,Bachelor,2.2,130776.68
Cloud Architect,PhD,3.6,202870.86
ML Engineer,Master,5.2,201684.34
Backend Developer,High School,5.1,151101.21
Cloud Architect,Bachelor,6.6,229371.66
Backend Developer,PhD,5.7,163799.08
DevOps Engineer,PhD,7.4,185159.45
DevOps Engineer,Master,2.0,128996.71
Backend Developer,PhD,6.5,178918.35
AI Researcher,Bachelor,4.6,200129.79
Data Engineer,PhD,5.9,193317.3
AI Researcher,High School,3.8,181738.5
Data Scientist,Bachelor,6.7,203120.66
AI Researcher,Bachelor,4.8,196018.73
AI Researcher,Bachelor,2.9,178969.81
Backend Developer,PhD,3.5,145342.36
AI Researcher,Bachelor,8.5,249943.3
Software Engineer,Bachelor,8.1,199230.2
Data Scientist,Bachelor,7.5,207317.13
Data Engineer,Master,5.3,167747.75
AI Researcher,Bachelor,2.1,165015.72
ML Engineer,PhD,4.0,192896.69
AI Researcher,Bachelor,8.5,253933.17
Data Scientist,Master,9.3,232631.86
Data Scientist,Bachelor,7.4,214783.4
Backend Developer,Bachelor,6.5,167892.96
AI Researcher,Master,9.7,259296.21
Data Engineer,Bachelor,7.4,204204.2
ML Engineer,Bachelor,7.3,217580.63
DevOps Engineer,Master,5.9,169086.88
Data Engineer,PhD,8.7,216188.92
Cloud Architect,Master,5.7,221148.67
Backend Developer,High School,4.7,159541.82
AI Researcher,Bachelor,6.9,223755.48
Software Engineer,Master,5.6,174986.88
DevOps Engineer,High School,5.1,152392.16
Software Engineer,Bachelor,4.3,162272.84
ML Engineer,Bachelor,5.7,198980.92
Data Engineer,Master,7.2,200224.27
Backend Developer,Bachelor,2.6,129573.7
Data Scientist,High School,5.5,188535.38
Data Scientist,Master,6.7,208164.1
Data Engineer,Bachelor,5.0,174431.1
AI Researcher,Bachelor,5.5,206690.06
Data Engineer,Bachelor,5.4,186235.18
Data Engineer,Bachelor,3.5,154163.13
Backend Developer,Master,5.9,153033.08
DevOps Engineer,Bachelor,5.1,163034.6
ML Engineer,High School,2.6,155805.16
Backend Developer,Bachelor,5.4,158950.63
Cloud Architect,PhD,2.0,184444.49
ML Engineer,Bachelor,6.4,219490.21
Cloud Architect,Bachelor,4.0,195189.82
Data Engineer,Master,4.1,157159.53
Data Scientist,Bachelor,3.4,156370.87
Cloud Architect,Master,4.1,198540.59
Software Engineer,Bachelor,0.6,110111.6
Data Scientist,Master,8.6,221312.8
Data Engineer,Master,2.3,145644.09
Cloud Architect,High School,6.4,240734.02
Data Scientist,Bachelor,4.0,167408.41
Data Scientist,Bachelor,4.0,173968.11
Cloud Architect,High School,3.1,183577.64
Cloud Architect,Master,2.6,173555.25
ML Engineer,Master,2.2,162165.11
Data Engineer,Bachelor,1.3,134301.71
ML Engineer,Bachelor,5.0,194444.36
Backend Developer,Master,8.0,181222.28
Backend Developer,Bachelor,6.2,149654.43
Software Engineer,Master,8.3,205069.49
DevOps Engineer,PhD,7.8,195042.35
AI Researcher,Bachelor,2.7,167031.62
DevOps Engineer,Bachelor,5.5,169192.35
Data Engineer,Master,7.4,197214.99
Data Engineer,Master,0.9,121912.21
Software Engineer,High School,5.1,158549.97
Software Engineer,High School,6.5,181327.58
Backend Developer,Bachelor,5.0,144136.26
Data Engineer,PhD,7.0,197924.54
DevOps Engineer,Master,4.3,147840.86
Software Engineer,Bachelor,6.7,178255.84
Cloud Architect,Master,4.8,214316.25
Data Scientist,Bachelor,4.4,175589.69
AI Researcher,PhD,5.5,222972.78
ML Engineer,PhD,3.3,191145.21
Data Engineer,PhD,5.8,190896.5
ML Engineer,Master,5.7,202893.83
Data Scientist,PhD,4.6,185506.47
Cloud Architect,Master,6.5,221734.54
Data Engineer,Master,3.7,161571.58
AI Researcher,PhD,4.3,216005.08
AI Researcher,High School,8.4,245579.17
Backend Developer,Bachelor,3.9,139700.99
AI Researcher,Bachelor,5.9,218208.58
Software Engineer,Bachelor,6.4,176056.33
AI Researcher,Bachelor,4.4,196456.06
Backend Developer,Bachelor,2.2,116303.32
Cloud Architect,Bachelor,6.4,237470.94
Software Engineer,Bachelor,1.6,124065.06
ML Engineer,Bachelor,4.9,189222.35
Backend Developer,Master,7.1,170963.37
Data Engineer,Master,6.2,188868.05
Data Scientist,High School,6.2,191749.95
DevOps Engineer,High School,4.0,138865.33
Data Engineer,PhD,4.5,181251.15
Data Scientist,Bachelor,0.6,127886.17
DevOps Engineer,PhD,6.3,186272.31
DevOps Engineer,Bachelor,6.5,174610.63
ML Engineer,Master,8.0,234700.08
ML Engineer,Bachelor,7.0,220161.63
Backend Developer,Master,6.4,164686.47
DevOps Engineer,PhD,6.6,177941.13
DevOps Engineer,Bachelor,5.9,169333.0
Data Scientist,Master,5.0,177254.26
ML Engineer,Bachelor,7.1,228196.74
ML Engineer,Master,3.6,165486.11
Cloud Architect,Bachelor,2.5,182242.18
DevOps Engineer,Master,6.6,177267.28
Backend Developer,Bachelor,4.0,137148.68
Data Scientist,Bachelor,2.6,151719.57
AI Researcher,Bachelor,6.2,215323.35
Data Engineer,Master,6.2,191378.83
Data Engineer,Bachelor,6.9,195337.25
ML Engineer,High School,3.5,168648.5
Backend Developer,Master,5.4,154185.43
Backend Developer,Master,3.7,141544.92
Data Engineer,Master,0.0,115320.02
Data Engineer,Bachelor,7.0,197551.9
ML Engineer,Master,8.8,234740.51
ML Engineer,Bachelor,5.4,204135.18
Data Engineer,PhD,3.1,154237.04
ML Engineer,Master,3.2,164435.02
Data Scientist,Bachelor,0.8,123985.2
ML Engineer,Bachelor,7.2,222774.64
Cloud Architect,Bachelor,1.7,161706.33
Data Scientist,Bachelor,4.5,177669.93
Cloud Architect,Bachelor,2.7,187658.39
ML Engineer,PhD,6.6,231828.79
DevOps Engineer,Bachelor,9.2,206895.6
ML Engineer,Bachelor,5.0,198418.71
Cloud Architect,Master,7.1,240797.69
DevOps Engineer,Bachelor,3.6,138040.27
ML Engineer,PhD,4.7,203899.95
DevOps Engineer,Master,3.5,134537.44
DevOps Engineer,Bachelor,6.3,166682.9
Software Engineer,Bachelor,3.7,148056.85
Data Scientist,Master,7.7,205773.76
Software Engineer,Master,5.0,173517.03
Software Engineer,High School,8.9,199169.69
Data Scientist,PhD,2.7,163259.46
Data Engineer,Bachelor,4.6,163110.63
ML Engineer,Master,3.5,178399.0
ML Engineer,Bachelor,5.6,195472.89
Cloud Architect,PhD,4.8,228743.71
Data Engineer,Bachelor,7.2,203189.06
DevOps Engineer,Master,4.0,142194.58
AI Researcher,Master,1.0,156838.49
Data Engineer,High School,5.0,173745.79
Cloud Architect,Master,5.8,227533.15
Software Engineer,Bachelor,6.0,171427.48
Data Engineer,Bachelor,5.9,183751.47
Backend Developer,PhD,4.6,164300.63
DevOps Engineer,Bachelor,1.6,116620.45
Data Scientist,Master,4.4,175245.37
Data Engineer,Master,3.2,158058.88
Software Engineer,PhD,6.7,194774.29
DevOps Engineer,Bachelor,8.3,198027.29
DevOps Engineer,Bachelor,3.0,140230.07
Backend Developer,Master,1.9,116064.52
Data Engineer,PhD,2.3,153836.57
Data Engineer,Bachelor,5.6,181931.14
ML Engineer,Bachelor,2.9,167299.55
DevOps Engineer,Bachelor,8.1,196772.09
DevOps Engineer,Master,3.4,142248.33
Cloud Architect,PhD,5.1,221772.26
AI Researcher,Bachelor,5.2,207582.31
Data Scientist,Master,2.5,144488.97
DevOps Engineer,Master,6.4,174580.95
DevOps Engineer,Bachelor,5.7,165094.01
Cloud Architect,Master,3.1,183038.74
Cloud Architect,PhD,6.6,247543.97
ML Engineer,High School,4.7,193854.14
Software Engineer,PhD,6.8,190634.02
Cloud Architect,Bachelor,4.0,188840.67
Data Scientist,PhD,6.7,209256.08
Cloud Architect,Bachelor,4.2,201455.47
AI Researcher,Master,4.2,191031.05
AI Researcher,Master,6.2,215423.68
Cloud Architect,PhD,5.4,235715.42
AI Researcher,PhD,5.1,222229.88
Backend Developer,Master,8.2,181236.63
Software Engineer,Master,6.0,174671.37
Backend Developer,Bachelor,2.9,120250.89
Data Engineer,Bachelor,2.9,148206.49
Software Engineer,Bachelor,2.9,137524.79
Software Engineer,Bachelor,2.6,138447.56
Software Engineer,High School,8.1,208627.59
AI Researcher,Master,5.8,220005.03
Backend Developer,Bachelor,3.6,145612.71
Cloud Architect,Bachelor,7.0,248665.35
Data Scientist,PhD,4.9,187636.45
ML Engineer,Master,3.7,181173.4
Cloud Architect,PhD,6.5,243735.51
Software Engineer,PhD,4.9,183276.38
Data Scientist,PhD,2.2,150813.59
ML Engineer,Bachelor,3.8,182932.51
DevOps Engineer,Master,4.5,146289.18
ML Engineer,Bachelor,5.4,200857.03
Data Engineer,Bachelor,4.2,166163.58
Data Engineer,High School,4.6,170429.48
ML Engineer,High School,7.4,228562.45
Data Scientist,Bachelor,6.7,204934.92
Software Engineer,Bachelor,5.7,177790.06
ML Engineer,High School,6.1,212241.69
AI Researcher,Bachelor,7.6,246058.33
Software Engineer,PhD,6.7,199946.02
AI Researcher,Master,5.1,206670.52
ML Engineer,Bachelor,4.6,191764.16
Data Engineer,Bachelor,6.0,192157.03
DevOps Engineer,PhD,7.2,198535.64
DevOps Engineer,PhD,5.1,170315.29
DevOps Engineer,PhD,8.1,197103.19
Software Engineer,Bachelor,8.3,205625.53
Cloud Architect,PhD,5.1,232496.15
Backend Developer,PhD,5.9,170421.09
Data Engineer,Master,4.2,158293.0
Data Scientist,Master,9.3,234699.58
Data Engineer,High School,4.3,155475.62
Backend Developer,High School,5.1,147884.66
Software Engineer,Bachelor,7.6,197839.41
Backend Developer,Bachelor,5.2,151524.1
ML Engineer,PhD,4.9,206506.68
Backend Developer,Bachelor,2.5,121858.38
Data Engineer,PhD,7.3,203546.13
DevOps Engineer,Bachelor,5.6,163152.13
Data Engineer,Bachelor,6.2,192466.56
ML Engineer,Bachelor,8.9,242423.62
Cloud Architect,Master,3.5,187854.98
Backend Developer,PhD,4.2,156107.79
Backend Developer,Bachelor,4.5,136130.4
Data Engineer,Bachelor,7.3,204701.35
Data Scientist,Bachelor,5.5,179948.3
Software Engineer,Master,3.5,149519.1
ML Engineer,PhD,4.5,200593.56
DevOps Engineer,Master,6.6,170712.47
Backend Developer,Bachelor,0.4,106084.22
Software Engineer,Bachelor,5.3,166475.64
Cloud Architect,High School,3.0,182958.91
Cloud Architect,Bachelor,3.9,192095.02
Cloud Architect,High School,3.4,186280.41
AI Researcher,Master,4.6,190109.31
Backend Developer,Master,4.5,150337.62
AI Researcher,Bachelor,6.0,218022.45
AI Researcher,Master,5.9,207542.26
Data Engineer,Master,3.1,152479.73
Data Scientist,High School,2.3,139689.61
AI Researcher,High School,3.4,184081.85
Cloud Architect,PhD,3.4,202980.15
AI Researcher,High School,7.2,226983.13
Backend Developer,Master,2.9,126453.68
Data Engineer,Bachelor,4.1,163183.37
Backend Developer,Master,3.5,139460.09
Data Scientist,PhD,2.3,154168.71
Data Scientist,High School,2.9,154404.44
Cloud Architect,Master,7.3,245536.01
Data Scientist,PhD,1.9,146087.7
Cloud Architect,Bachelor,7.7,242254.32
ML Engineer,Bachelor,3.9,180588.0
Data Scientist,High School,6.0,192927.97
Backend Developer,Master,2.8,133253.6
ML Engineer,High School,1.1,138424.76
Cloud Architect,Master,6.6,231287.53
DevOps Engineer,Bachelor,2.7,132737.59
DevOps Engineer,Master,2.7,132582.83
Data Engineer,Bachelor,2.7,144760.88
Software Engineer,Bachelor,6.1,176413.67
ML Engineer,Bachelor,8.5,239798.03
Cloud Architect,Bachelor,5.4,214323.18
AI Researcher,PhD,2.1,175936.2
AI Researcher,Master,2.5,172416.91
ML Engineer,Master,3.4,164479.46
AI Researcher,High School,3.9,188127.15
Backend Developer,High School,5.3,151080.86
Backend Developer,PhD,4.9,156351.42
Cloud Architect,Master,4.5,194887.65
Cloud Architect,Master,1.2,159820.33
Cloud Architect,PhD,5.6,226522.88
ML Engineer,Bachelor,7.0,225016.05
AI Researcher,Bachelor,6.3,214303.55
DevOps Engineer,Master,3.7,142677.75
Data Scientist,Bachelor,3.6,160608.31
DevOps Engineer,Bachelor,7.9,188559.61
Cloud Architect,Master,7.1,241081.25
Software Engineer,Bachelor,5.0,169250.56
Data Engineer,Bachelor,8.1,208420.01
AI Researcher,Master,7.0,234249.42
Cloud Architect,Master,4.3,199184.83
DevOps Engineer,Bachelor,3.8,145983.54
Software Engineer,Bachelor,7.8,195079.87
Backend Developer,PhD,8.2,193621.85
Software Engineer,High School,5.2,164556.73
Data Engineer,Bachelor,7.8,199070.94
Data Engineer,Bachelor,4.6,173933.18
Data Engineer,Master,5.4,183045.33
Cloud Architect,Master,4.8,205681.2
Cloud Architect,Master,6.6,226228.75
DevOps Engineer,PhD,1.6,131919.35
Software Engineer,Bachelor,1.3,127027.56
Data Engineer,Master,3.5,157533.0
Cloud Architect,Bachelor,2.7,175190.14
AI Researcher,High School,3.9,181807.72
ML Engineer,Bachelor,3.8,179180.93
Data Scientist,Master,7.4,199510.81
AI Researcher,PhD,6.9,240382.13
Cloud Architect,PhD,7.7,263203.14
Cloud Architect,Bachelor,8.4,254652.54
Data Engineer,PhD,5.5,191282.0
AI Researcher,High School,0.2,134060.07
Backend Developer,Master,1.9,114624.79
DevOps Engineer,PhD,6.2,182091.64
Cloud Architect,Master,4.7,208124.65
Backend Developer,Bachelor,7.9,182952.54
Software Engineer,Bachelor,8.1,201189.26
Data Scientist,Bachelor,7.4,206095.49
Data Scientist,PhD,4.8,192549.85
Data Engineer,High School,5.3,173325.42
Backend Developer,Master,9.6,197771.77
Data Engineer,Bachelor,4.1,162544.4
ML Engineer,High School,5.1,200491.94
Cloud Architect,Bachelor,3.9,196887.76
ML Engineer,Bachelor,5.5,197203.66
DevOps Engineer,Bachelor,4.3,160150.72
DevOps Engineer,Bachelor,2.5,132845.61
Backend Developer,Bachelor,3.0,133827.52
DevOps Engineer,Master,5.2,161119.33
AI Researcher,Bachelor,5.0,204193.11
ML Engineer,Bachelor,4.1,186902.83
Cloud Architect,Master,7.3,241224.01
ML Engineer,Master,5.9,204131.74
ML Engineer,PhD,7.1,243943.2
DevOps Engineer,Bachelor,2.2,125470.4
Software Engineer,Bachelor,7.2,191432.83
Software Engineer,Bachelor,6.7,187428.05
AI Researcher,Master,3.9,178633.11
ML Engineer,Master,3.5,187701.44
AI Researcher,PhD,6.2,230034.18
Data Engineer,PhD,6.1,195015.89
Cloud Architect,PhD,9.4,288140.73
ML Engineer,Master,7.9,229436.68
Data Scientist,Master,5.4,178844.59
Data Scientist,Bachelor,5.8,188201.26
Backend Developer,Master,3.6,144853.29
Data Scientist,PhD,2.6,175036.99
ML Engineer,Master,6.6,222341.59
DevOps Engineer,Bachelor,2.6,123537.92
Backend Developer,PhD,5.1,159626.37
Backend Developer,Master,5.5,152997.44
ML Engineer,Bachelor,8.6,248206.44
AI Researcher,Bachelor,2.7,174976.55
Data Engineer,PhD,4.7,171115.09
ML Engineer,Bachelor,8.8,247316.39
ML Engineer,High School,6.5,222508.82
ML Engineer,Bachelor,4.2,180466.04
Data Scientist,Master,6.3,191046.65
Data Engineer,Master,6.8,188321.08
AI Researcher,Master,3.5,194113.66
Data Engineer,Bachelor,3.3,157274.19
Data Scientist,Bachelor,4.2,170413.18
DevOps Engineer,Master,2.6,134091.08
AI Researcher,PhD,7.4,248994.2
ML Engineer,Master,6.8,217268.52
DevOps Engineer,High School,3.5,143056.6
Data Scientist,High School,4.9,186951.65
Data Scientist,Bachelor,5.6,192296.91
DevOps Engineer,Bachelor,6.8,176650.31
Backend Developer,Bachelor,6.7,171345.29
ML Engineer,Bachelor,4.9,201789.44
ML Engineer,Bachelor,5.3,195516.13
Data Engineer,Bachelor,5.7,177347.38
Data Engineer,PhD,11.1,254847.46
DevOps Engineer,Bachelor,4.9,151375.27
AI Researcher,Master,6.7,222131.99
AI Researcher,Bachelor,5.0,204157.45
ML Engineer,PhD,7.9,238516.27
Cloud Architect,PhD,1.8,182987.21
